W/L,winner,method,Round,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,f_ctrl,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,o_ctrl,f_ELO,o_ELO,f_survivor_score,o_survivor_score
loss,Adam Wieczorek,SUB,2,2018-04-14,Arjan Bhullar,Adam Wieczorek,1.6,2.133,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Arjan Bhullar,DEC,3,2017-09-09,Arjan Bhullar,Luis Henrique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,1008.0,880.0,1100.0
loss,Andreas Michailidis,DEC,3,2021-05-01,KB Bhullar,Andreas Michailidis,1.176,10.0,0.0,0.0,0.0,0.0,1.0,2.5,4.6,3.6,0.0,0.0,0.0,0.0,1.0,0.0,1008.0,1008.0,1210.0,1100.0
loss,Tom Breese,KO/TKO,1,2020-10-10,KB Bhullar,Tom Breese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.548,2.734,0.0,0.6,0.75,0.0,1.0,67.167,1030.0,955.0,1200.0,980.0
loss,Rogerio Bontorin,DEC,3,2019-02-02,Magomed Bibulatov,Rogerio Bontorin,3.367,1.082,1.0,0.5,0.0,0.0,1.0,0.0,4.263,4.055,2.0,1.0,0.0,1.0,1.0,0.0,1000.0,1000.0,700.0,1000.0
loss,John Moraga,KO/TKO,1,2017-10-07,Magomed Bibulatov,John Moraga,3.4,0.667,2.0,1.0,0.0,0.0,1.0,0.0,2.8,4.2,0.0,0.0,0.0,0.0,1.0,0.0,988.0,1000.0,640.0,1000.0
win,Magomed Bibulatov,DEC,3,2017-04-08,Magomed Bibulatov,Jenel Lausa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1008.0,1120.0,1020.0
loss,Mark Bocek,SUB,1,2009-04-18,David Bielkheden,Mark Bocek,1.346,1.514,2.333,0.333,0.0,0.0,1.0,90.0,1.596,2.214,2.75,0.5,0.0,0.5,1.0,159.25,1000.0,1000.0,1110.0,1000.0
win,David Bielkheden,DEC,3,2008-10-18,David Bielkheden,Jess Liaudin,0.272,2.242,0.0,0.0,0.0,0.0,1.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.936,1000.0,1110.0,1000.0
loss,Diego Sanchez,KO/TKO,1,2008-03-01,David Bielkheden,Diego Sanchez,0.3,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1160.0,1000.0
loss,Mitsuhiro Ishida,DEC,2,2006-11-05,David Bielkheden,Mitsuhiro Ishida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1090.0,1000.0
loss,JeongYeong Lee,DEC,3,2024-02-03,Blake Bilder,JeongYeong Lee,4.965,4.544,0.333,0.667,0.0,0.5,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,800.0,1000.0
loss,Kyle Nelson,DEC,3,2023-06-10,Blake Bilder,Kyle Nelson,6.581,5.046,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0,970.0,1000.0
win,Blake Bilder,DEC,3,2023-02-11,Blake Bilder,Shane Young,2.784,3.711,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141.0337792938,1008.0,1220.0,1010.0
