W/L,winner,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,f_ELO,o_ELO
win,SeungGuk Choi,2022-10-23,SeungGuk Choi,Qiu Lun,3.533,2.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,SeungGuk Choi,2022-06-09,SeungGuk Choi,Rama Supandhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.5120000000002,1024.128
win,DongHun Choi,2024-11-23,DongHun Choi,Kiru Sahota,4.533,3.333,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
win,DongHun Choi,2024-08-23,DongHun Choi,Angad Bisht,3.867,3.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.5368036273,999.936
win,DongHun Choi,2024-05-19,DongHun Choi,Jiniushiyue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.133,1.867,1.0,1.0,0.0,0.0,1.0,1012.0,1014.0
loss,MarQuel Mederos,2025-06-07,Mark Choinski,MarQuel Mederos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Gleison Tibau,2013-05-18,John Cholish,Gleison Tibau,3.164,2.442,1.4,0.6,0.667,0.333,1.0,1.55,0.155,1.0,1.0,0.0,1.0,1.0,1237.6144107460204,1000.0
loss,Danny Castillo,2012-05-05,John Cholish,Danny Castillo,4.476,1.35,1.667,1.0,0.667,0.333,1.0,2.276,1.444,2.857,0.8,0.444,0.0,1.0,1008.0,1000.0
win,John Cholish,2011-12-10,John Cholish,Mitch Clarke,1.788,0.447,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,1000.0
win,John Cholish,2011-02-12,John Cholish,Marc Stevens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,1000.0
loss,Hayato Sakurai,2011-12-31,Ryo Chonan,Hayato Sakurai,3.007,2.495,0.5,0.6,0.0,0.143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,1000.0
win,Ryo Chonan,2010-03-22,Ryo Chonan,Andrews Nakahara,2.857,2.435,0.462,0.4,0.0,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,1000.0
loss,TJ Grant,2009-04-18,Ryo Chonan,TJ Grant,2.958,2.456,0.333,0.4,0.0,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,1034.0
loss,Brad Blackburn,2008-12-27,Ryo Chonan,Brad Blackburn,2.776,2.045,0.364,0.6,0.0,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.987143169446,999.7585131371967
win,Ryo Chonan,2008-09-06,Ryo Chonan,Roan Carneiro,3.289,2.394,0.444,0.2,0.0,0.25,1.0,1.473,1.287,3.667,0.6,0.333,0.0,1.0,1008.0,1000.0
loss,Karo Parisyan,2007-11-17,Ryo Chonan,Karo Parisyan,3.538,2.168,0.5,0.4,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,1000.0
loss,Paulo Filho,2006-08-27,Ryo Chonan,Paulo Filho,3.698,2.211,0.571,0.6,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Ryo Chonan,2006-06-04,Ryo Chonan,Joey Villasenor,3.321,1.904,0.5,0.6,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Dan Henderson,2005-09-25,Ryo Chonan,Dan Henderson,3.326,1.808,0.6,0.6,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.3599999999997,1040.0
loss,Phil Baroni,2005-07-17,Ryo Chonan,Phil Baroni,3.153,1.646,0.75,0.75,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.698859881211,1008.0
win,Ryo Chonan,2005-05-22,Ryo Chonan,Antonio Schembri,3.26,2.113,1.0,0.667,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,1008.0
win,Ryo Chonan,2004-12-31,Ryo Chonan,Anderson Silva,3.25,1.3,0.5,0.5,0.0,0.0,1.0,4.144,0.541,0.0,1.0,1.0,0.0,1.0,992.0,1000.0
win,Ryo Chonan,2004-10-14,Ryo Chonan,Carlos Newton,1.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.4799999999996,1000.0
loss,Ricardo Almeida,2004-05-23,Ryo Chonan,Ricardo Almeida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.5780389827,1000.0
loss,Max Holloway,2014-01-04,Will Chope,Max Holloway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Cody Chovancek,2025-09-16,Cody Chovancek,Raphael Uchegbu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.77679239,1045.27
loss,Dominick Reyes,2017-06-25,Joachim Christensen,Dominick Reyes,3.81,2.816,0.0,0.333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1016.0
loss,Gadzhimurad Antigulov,2017-05-13,Joachim Christensen,Gadzhimurad Antigulov,4.174,3.028,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Joachim Christensen,2017-01-15,Joachim Christensen,Bojan Mihajlovic,5.146,4.528,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,984.0
loss,Henrique da Silva,2016-10-01,Joachim Christensen,Henrique da Silva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1254.247419498242
loss,Billy Elekana,2025-11-01,Kevin Christian,Billy Elekana,0.754,1.831,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.9247388631188,999.3226806351231
win,Kevin Christian,2024-09-24,Kevin Christian,Francesco Mazzeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,1000.0
loss,Frank Mir,2006-07-08,Dan Christison,Frank Mir,5.361,4.259,0.0,1.0,0.0,1.0,1.0,0.72,7.44,1.0,0.0,0.0,0.0,1.0,1016.064,1000.0
win,Dan Christison,2006-04-06,Dan Christison,Brad Imes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Scott Holtzman,2015-08-08,Anthony Christodoulou,Scott Holtzman,1.598,6.568,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.1668941317491,1024.0
loss,Mairbek Taisumov,2015-01-24,Anthony Christodoulou,Mairbek Taisumov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
loss,Murilo Rua,2005-10-23,Murad Chunkaiev,Murilo Rua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,978.0
loss,Sherrard Blackledge,2020-09-08,Cameron Church,Sherrard Blackledge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
loss,Tomasz Drwal,2009-06-20,Mike Ciesnolevicz,Tomasz Drwal,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.1919999999999,1000.0
win,Mike Ciesnolevicz,2009-02-21,Mike Ciesnolevicz,Neil Grove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Mallory Martin,2020-08-29,Hannah Cifers,Mallory Martin,4.676,5.643,0.167,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.8677800728958,1012.608779209789
loss,Mariya Agapova,2020-06-13,Hannah Cifers,Mariya Agapova,4.709,5.362,0.2,0.4,0.0,0.0,1.0,2.6,4.4,0.0,0.0,0.0,0.0,1.0,1036.0,1000.0
loss,Mackenzie Dern,2020-05-30,Hannah Cifers,Mackenzie Dern,4.822,5.554,0.25,0.5,0.0,0.0,1.0,6.122,2.449,0.0,1.0,0.0,1.0,1.0,1008.0,1000.0
loss,Angela Hill,2020-01-25,Hannah Cifers,Angela Hill,4.809,5.079,0.333,0.667,0.0,0.0,1.0,7.908,6.795,0.5,0.5,1.0,0.0,1.0,1000.0,1000.0
win,Hannah Cifers,2019-08-17,Hannah Cifers,Jodie Esquibel,4.905,6.586,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Hannah Cifers,2019-03-02,Hannah Cifers,Polyana Viana,5.843,9.691,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.9368829390785,1000.0
loss,Maycee Barber,2018-11-10,Hannah Cifers,Maycee Barber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,3.649,2.0,1.0,1.0,0.0,1.0,1144.7682401099294,1000.0
loss,Maurice Smith,1999-09-12,Branko Cikatic,Maurice Smith,2.687,2.239,0.0,0.0,0.0,0.0,1.0,2.462,1.462,0.0,0.5,0.0,0.0,1.0,994.5780389827,1000.0
loss,Mark Kerr,1998-03-05,Branko Cikatic,Mark Kerr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66,0.0,1.0,1.0,0.0,1.0,1.0,1008.0,1000.0
loss,Alistair Overeem,2006-03-18,Nikolajus Cilkinas,Alistair Overeem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Alonzo Menifield,2022-10-15,Misha Cirkunov,Alonzo Menifield,3.773,2.936,1.333,0.4,0.111,0.889,1.0,2.564,4.41,0.333,0.667,0.5,0.5,1.0,1000.0,1000.0
loss,Wellington Turman,2022-02-26,Misha Cirkunov,Wellington Turman,3.695,2.992,1.357,0.4,0.111,0.889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Krzysztof Jotko,2021-10-02,Misha Cirkunov,Krzysztof Jotko,3.951,3.061,1.077,0.6,0.111,0.889,1.0,1.503,1.703,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Ryan Spann,2021-03-13,Misha Cirkunov,Ryan Spann,3.945,2.836,1.167,0.8,0.111,0.889,1.0,2.423,2.423,0.0,1.0,0.0,1.0,1.0,1000.0,1000.0
win,Misha Cirkunov,2019-09-14,Misha Cirkunov,Jimmy Crute,4.295,2.388,1.2,0.4,0.143,0.857,1.0,3.062,1.843,0.5,1.0,0.5,0.5,1.0,1000.0,1000.0
loss,Johnny Walker,2019-03-02,Misha Cirkunov,Johnny Walker,4.328,2.334,1.333,0.6,0.143,0.857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,1000.0
win,Misha Cirkunov,2018-10-27,Misha Cirkunov,Patrick Cummins,4.354,2.488,1.429,0.6,0.2,0.8,1.0,4.23,3.272,3.0,0.4,0.5,0.0,1.0,1000.0,1000.0
loss,Glover Teixeira,2017-12-16,Misha Cirkunov,Glover Teixeira,4.123,2.33,1.667,0.8,0.2,0.8,1.0,3.679,2.547,1.5,1.0,0.5,0.0,1.0,1022.0,991.0
loss,Volkan Oezdemir,2017-05-28,Misha Cirkunov,Volkan Oezdemir,3.94,2.229,2.0,1.0,0.2,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,1000.0
win,Misha Cirkunov,2016-12-10,Misha Cirkunov,Nikita Krylov,4.242,2.062,2.0,1.0,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Misha Cirkunov,2016-06-18,Misha Cirkunov,Ion Cutelaba,4.993,1.961,3.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Misha Cirkunov,2016-02-06,Misha Cirkunov,Alex Nicholson,5.053,1.263,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,1000.0
win,Misha Cirkunov,2015-08-23,Misha Cirkunov,Daniel Jolly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Frank Trigg,2001-11-03,Laverne Clark,Frank Trigg,1.538,0.062,0.667,0.8,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Fabiano Iha,2000-09-22,Laverne Clark,Fabiano Iha,1.564,0.032,0.8,1.0,0.8,0.0,1.0,0.0,4.444,0.0,0.0,0.0,0.0,1.0,1124.4496500124783,1000.0
win,Laverne Clark,2000-04-14,Laverne Clark,Koji Oishi,2.204,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.3839999999998,1000.0
win,Laverne Clark,1999-05-07,Laverne Clark,Fabiano Iha,2.002,0.0,1.333,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,985.0
win,Laverne Clark,1999-01-08,Laverne Clark,Frank Caracci,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Laverne Clark,1998-03-13,Laverne Clark,Josh Stuart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,993.0
win,Logan Clark,2008-03-26,Logan Clark,Scott Harper,1.915,1.51,0.333,0.667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.6611390671885,983.0
loss,Eric Schambari,2007-08-05,Logan Clark,Eric Schambari,2.518,1.429,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Logan Clark,2007-01-20,Logan Clark,Blas Avena,2.667,1.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.128,1000.0
win,Logan Clark,2006-12-13,Logan Clark,Steve Byrnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,1000.0
win,Mychal Clark,2008-02-23,Mychal Clark,Josh Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.232464744814,1008.0
loss,David Douglas,2010-10-22,Dominic Clark,David Douglas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0
loss,Alexa Grasso,2016-11-05,Heather Clark,Alexa Grasso,4.2,6.267,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Karolina Kowalkiewicz,2016-05-08,Heather Clark,Karolina Kowalkiewicz,3.733,4.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.2922678573002,1000.0
win,Heather Clark,2014-12-12,Heather Clark,Bec Rawlings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Marcin Prachnio,2024-02-10,Devin Clark,Marcin Prachnio,2.999,3.003,1.833,0.4,0.111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Kennedy Nzechukwu,2023-05-06,Devin Clark,Kennedy Nzechukwu,2.931,2.807,1.882,0.4,0.111,0.0,1.0,3.142,1.669,0.0,0.5,1.0,0.0,1.0,1331.388737276951,1024.0
win,Devin Clark,2023-02-04,Devin Clark,Da Woon Jung,2.958,2.936,1.812,0.2,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Azamat Murzakanov,2022-08-13,Devin Clark,Azamat Murzakanov,3.069,2.674,1.933,0.4,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Devin Clark,2022-04-16,Devin Clark,William Knight,3.112,2.765,1.929,0.4,0.0,0.0,1.0,2.742,1.687,2.0,1.0,0.5,0.0,1.0,1008.0,1000.0
loss,Ion Cutelaba,2021-09-18,Devin Clark,Ion Cutelaba,3.471,2.423,2.083,0.6,0.0,0.0,1.0,4.418,3.83,2.083,0.2,0.75,0.0,1.0,1005.0,1028.0
loss,Anthony Smith,2020-11-28,Devin Clark,Anthony Smith,3.533,2.464,2.273,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Devin Clark,2020-06-06,Devin Clark,Alonzo Menifield,3.305,2.446,2.4,0.6,0.0,0.0,1.0,2.412,2.111,0.0,1.0,1.0,0.0,1.0,1008.0,1000.0
win,Devin Clark,2020-02-15,Devin Clark,Dequan Townsend,3.411,2.755,2.333,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1008.0
loss,Ryan Spann,2019-10-12,Devin Clark,Ryan Spann,3.487,2.781,2.375,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
win,Devin Clark,2019-06-01,Devin Clark,Darko Stosic,3.646,2.984,2.429,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Aleksandar Rakic,2018-12-08,Devin Clark,Aleksandar Rakic,3.59,2.727,2.833,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.3105365591634,998.339687661848
win,Devin Clark,2018-04-07,Devin Clark,Mike Rodriguez,3.656,2.742,2.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0,1000.0
loss,Jan Blachowicz,2017-10-21,Devin Clark,Jan Blachowicz,3.944,2.523,2.5,0.75,0.0,0.0,1.0,3.533,4.867,1.0,0.0,0.0,0.0,1.0,1024.0,1000.0
win,Devin Clark,2017-04-15,Devin Clark,Jake Collier,3.058,2.707,1.0,0.5,0.0,0.0,1.0,3.98,3.19,0.75,0.5,0.5,0.0,1.0,982.7199999999993,1000.0
win,Devin Clark,2016-12-03,Devin Clark,Josh Stansbury,2.828,3.636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335.5485767209716,963.6837430437397
loss,Alex Nicholson,2016-07-13,Devin Clark,Alex Nicholson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.474,4.948,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Tainara Lisboa,2023-05-13,Jessica-Rose Clark,Tainara Lisboa,4.02,3.593,1.375,0.4,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1020.0
loss,Julija Stoliarenko,2022-07-02,Jessica-Rose Clark,Julija Stoliarenko,3.953,3.556,1.571,0.4,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,980.0
loss,Stephanie Egger,2022-02-19,Jessica-Rose Clark,Stephanie Egger,4.096,3.649,1.667,0.6,0.25,0.0,1.0,0.667,1.333,1.0,0.0,0.0,0.0,1.0,1008.0,992.0
win,Jessica-Rose Clark,2021-10-23,Jessica-Rose Clark,Joselyne Edwards,4.681,3.981,1.0,0.6,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Jessica-Rose Clark,2020-09-19,Jessica-Rose Clark,Sarah Alpar,4.533,4.733,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Pannie Kianzad,2019-11-09,Jessica-Rose Clark,Pannie Kianzad,4.6,4.133,1.333,0.667,0.0,0.0,1.0,2.645,3.341,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Jessica Eye,2018-06-23,Jessica-Rose Clark,Jessica Eye,5.2,3.967,2.0,1.0,0.0,0.0,1.0,3.467,3.267,0.0,0.0,0.0,0.0,1.0,1113.0,1000.0
win,Jessica-Rose Clark,2018-01-14,Jessica-Rose Clark,Paige VanZant,6.733,4.333,2.0,1.0,0.0,0.0,1.0,5.603,2.425,3.0,1.0,0.5,0.5,1.0,1115.7381745116047,1008.0
win,Jessica-Rose Clark,2017-11-18,Jessica-Rose Clark,Bec Rawlings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,3.733,0.0,0.0,0.0,0.0,1.0,1016.0,1000.0
loss,Yuneisy Duben,2024-09-03,Shannon Clark,Yuneisy Duben,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Joe Ray,2010-01-30,John Clarke,Joe Ray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Alex White,2017-09-09,Mitch Clarke,Alex White,2.571,3.366,0.375,0.4,0.0,0.5,1.0,3.867,4.0,1.0,0.0,0.0,0.0,1.0,969.0,1000.0
loss,Joe Duffy,2016-07-07,Mitch Clarke,Joe Duffy,2.572,3.347,0.429,0.4,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Michael Chiesa,2015-04-04,Mitch Clarke,Michael Chiesa,1.614,3.028,0.6,0.4,0.0,0.5,1.0,1.912,1.79,1.333,0.6,0.0,0.75,1.0,1008.0,1000.0
win,Mitch Clarke,2014-05-24,Mitch Clarke,Al Iaquinta,1.646,3.13,0.75,0.25,0.0,0.0,1.0,4.948,3.037,2.0,0.5,0.0,0.0,1.0,992.0,1000.0
win,Mitch Clarke,2013-06-15,Mitch Clarke,John Maguire,1.17,4.064,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,934.0
loss,Anton Kuivanen,2012-07-21,Mitch Clarke,Anton Kuivanen,1.771,5.729,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.0,1000.0
loss,John Cholish,2011-12-10,Mitch Clarke,John Cholish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788,0.447,3.0,1.0,0.0,1.0,1.0,992.0,1000.0
loss,Shinya Aoki,2011-05-29,Rich Clementi,Shinya Aoki,1.446,2.233,1.273,0.6,0.0,0.6,1.0,0.872,2.107,0.5,0.5,0.0,0.0,1.0,1102.3,1016.0
loss,Gleison Tibau,2009-02-07,Rich Clementi,Gleison Tibau,1.492,2.26,1.4,0.8,0.0,0.6,1.0,1.607,0.0,0.0,1.0,0.0,1.0,1.0,982.0,1000.0
loss,Gray Maynard,2008-10-25,Rich Clementi,Gray Maynard,1.639,2.373,1.556,0.8,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1008.0
win,Rich Clementi,2008-05-24,Rich Clementi,Terry Etim,1.69,2.513,1.25,0.6,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Rich Clementi,2008-04-19,Rich Clementi,Sam Stout,1.495,2.375,1.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,1008.0
win,Rich Clementi,2007-12-29,Rich Clementi,Melvin Guillard,1.509,2.462,0.833,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Rich Clementi,2007-09-22,Rich Clementi,Anthony Johnson,1.512,2.428,0.8,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Roan Carneiro,2007-04-05,Rich Clementi,Roan Carneiro,2.361,3.325,1.333,0.333,0.0,1.0,1.0,0.541,4.144,1.0,0.0,0.0,0.0,1.0,1309.8715256675644,1010.8965342018226
win,Rich Clementi,2007-01-25,Rich Clementi,Ross Pointon,2.377,3.767,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.7679999999996,1000.0
loss,Din Thomas,2006-11-11,Rich Clementi,Din Thomas,2.196,3.613,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.5791150783778,1020.6411365121079
loss,Yves Edwards,2003-02-28,Rich Clementi,Yves Edwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Nordine Taleb,2015-04-25,Chris Clements,Nordine Taleb,4.046,2.351,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Chris Clements,2014-11-07,Chris Clements,Vik Grujic,3.673,2.359,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1008.0
loss,Stephen Thompson,2013-09-21,Chris Clements,Stephen Thompson,3.921,2.072,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
nc,Draw,2012-07-21,Chris Clements,Matthew Riddle,4.533,1.867,0.0,1.0,0.0,0.0,1.0,3.133,0.333,2.0,1.0,0.0,0.0,1.0,1000.0,1000.0
win,Chris Clements,2012-04-21,Chris Clements,Keith Wisniewski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Jeremy Umphries,2010-06-16,RJ Clifford,Jeremy Umphries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.8148593324854,1000.0
loss,Rei Tsuruya,2023-08-27,Mark Climaco,Rei Tsuruya,6.2,4.267,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0,992.0
win,Mark Climaco,2023-05-27,Mark Climaco,JungHyun Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288.9432762649624,1000.0
loss,Rani Yahya,2013-08-03,Josh Clopton,Rani Yahya,2.867,4.8,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,982.7199999999993
loss,Steven Siler,2011-12-03,Josh Clopton,Steven Siler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Terry Etim,2009-02-21,Brian Cobb,Terry Etim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.533,1.333,0.0,0.0,0.0,0.0,1.0,1032.0,1000.0
